DRUG,CYP****,RELATION,SPECIES,DATABASE,REFERENCES,OTHER INTERACTIONS,DRUG INFO
Bifemelane , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
bilastine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bioallethrin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Biphenylol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bismuth subcitrate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
bismuth subcitrate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bismuth subnitrate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bisoxatin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bithionol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bitolterol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
bivalirudin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bopindolol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Boric acid , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
bosutinib , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bretylium tosilate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
brivudine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bromazine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
bromfenac , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bromhexine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bromisoval , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bromochlorosalicylanilide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bromopride , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Broxyquinoline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bucetin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bucillamine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Buclizine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Buformin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bufylline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bumadizone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Bunaftine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Buphenine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Butalamine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Butamirate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Butanilicaine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Butaperazine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Butenafine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Butobarbital , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Butoconazole , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Butorphanol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Butriptyline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Butylscopolamine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
cabazitaxel , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
cadmium compounds , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cafedrine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
caffeine and sodium benzoate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcipotriol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium acetate anhydrous , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
calcium alginate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium aminosalicylate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium carbimide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium carbonate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium chloride , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
calcium compounds , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium dobesilate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium folinate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium glubionate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium glucoheptonate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium gluconate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium glycerylphosphate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium iopodate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium lactate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium lactate gluconate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium laevulate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium levofolinate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium Levulinate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium pangamate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium pantothenate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium phosphate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calcium silicate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Calciumdobesilat , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Camazepam , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Camostat , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Camylofin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Candicidin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Capreomycin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Captodiame , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carbasalate calcium , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carbazochrome , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carbenicillin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carbenoxolon , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carbenoxolone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carbetocin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
carbidopa , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carbimazole , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carbocromen , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carbon dioxide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carboprost , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carboquone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carbromal , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carbutamide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carbuterol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carfecillin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carglumic acid , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carindacillin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
carisbamate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Carmofur , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Caroverine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
carumonam , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
casopitant , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
castor oil , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cathine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cefacetrile , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cefalotin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cefapirin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cefatrizine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cefazedone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
cefbuperazone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
cefcapene , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
cefditoren , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cefepime , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cefetamet , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cefmetazole , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
cefminox , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cefodizime , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
ceforanide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cefotetan , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cefoxitin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
cefozopran , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cefpirome , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cefroxadine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cefsulodin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
ceftaroline fosamil , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ceftezole , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
ceftobiprole medocaril , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cerium oxalate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ceruletide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cetiedil , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cetrimide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cetrimonium , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cetuximab , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cetylpyridinium , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
cevimeline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chenodeoxycholic acid , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chiniofon , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chloral hydrate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chloralodol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chlorbenzoxamine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chlorcyclizine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chlorhexidin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chlorhexidine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chlormethine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chlormezanone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chlormidazole , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chlormidazole hydrochloride , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chlorobutanol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chloroprocaine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chloropyramine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chlorotrianisen , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chlorotrianisene , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chlorphenesin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chlorproethazine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chlorquinaldol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chlortalidone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chlortetracycline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
cholic acid , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Choline alfoscerate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
choline fenofibrate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Choline salicylate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Choline theophyllinate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chondroitin sulfate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Chromium (51Cr) edetate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ciclobendazole , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ciclonicate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ciclopirox , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
cilansetron , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
cilostazol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cimetropium bromide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
cinacalcet , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cinchocaine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cinchophen , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cinepazet , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cinepazide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cinolazepam , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cisatracurium , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Citicoline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Citiolone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Citric acid , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cladribine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clavulans?ure , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clebopride , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clefamide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
clevudine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clobenzorex , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clobetasone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clobutinol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clocortolon , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clocortolone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clodantoin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clodronic acid , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
clofarabine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clofedanol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clofenamide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clofezone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clofibride , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clofoctol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clometocillin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clomocycline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clopamide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clopenthixol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cloperastine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cloranolol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clorazepate acid monopotassium salt , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clorexolone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cloricromen , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cloridarol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Clorindione , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cloxacillin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cloxazolam , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cobamamide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Colesevelam , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
colestipol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Colfosceril palmitate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
conivaptan , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
conjugated estrogens , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Copper oleinate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Copper sulfate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Copper usnate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
corticorelin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cortivazol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Creatinolfosfate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cromoglicic acid , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cyclandelat , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cyclandelate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cyclobutyrol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cyclofenil , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cycloguanil embonate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cyclopentamine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cyclopenthiazide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cyclopentolate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cycloserine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cyclothiazide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cyfluthrin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cymarin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cyproheptadin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Cyproheptadine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
dabigatran etexilate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Daclizumab , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
dalbavancin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
dalteparin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Danaparoid , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dantron , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
dapagliflozin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dapiprazole , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
daptomycin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
darunavir , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
dasatinib , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
decitabine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
deferasirox , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Deflazacort , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
degarelix , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Delapril , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Demecarium , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Demeclocycline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Demecolcine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Demegestone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Demoxytocin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Deptropine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dequalinium , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dermatan sulfate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Desaspidin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Deserpidine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Desirudin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Deslanoside , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Desonide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Desoximetasone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dexbrompheniramine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dexchlorpheniramine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dexetimide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
dexlansoprazole , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
dexmedetomidine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
dexmethylphenidate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dexrazoxane , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
dextran , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dextranomer , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dextromoramide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dextrothyroxine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dezocine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Diacerein , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Diatrizoic acid , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dibenzepin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dibromotyrosine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dibrompropamidine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dibunate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dibutylsuccinate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dichloralphenazone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dichlorobenzyl alcohol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dichlorophen , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Didecyldimethylammonium chloride , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dienestrol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
dienogest , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Diethylcarbamazine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Difemerine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Difenoxin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Difenpiramide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Difetarsone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Diflorasone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Diflunisal , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Difluprednate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dihexyverine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dihydroemetine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dihydroergocristin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dihydroergocristine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dihydroergocryptine mesylate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dihydroxialumini sodium carbonate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Diiodohydroxyquinoline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Diisopromine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dilazep , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Diloxanide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dimazole , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dimefline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dimemorfan , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dimetacrine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
dimethoxanate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dimethylaminopropionylphenothiazine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dimethylcarbate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dimethylphthalate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dimethyltubocurarine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
dimeticone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dimetinden , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dimetindene , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dimetofrine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dinoprost , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Diodone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Diphemanil , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Diphenoxylate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Diphenylpyralin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Diphenylpyraline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Diprophylline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dipyridamol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dipyridamole , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dipyrocetyl , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Distigmine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ditazole , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dithranol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ditimedac , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dixanthogen , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dixyrazine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Docosanol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Docusat-Natrium , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Docusate sodium , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Domiodol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Domiphen , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
doripenem , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dosulepin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Doxacurium chloride , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Doxapram , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Doxefazepam , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
doxercalciferol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Doxofylline , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
dronedarone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Droperidol , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dropropizine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Drotaverine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Droxicam , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Droxypropine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dyclonine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Dydrogesterone , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
ecallantide , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Ecothiopate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Edoxudine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
efaproxiral , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Efloxate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
EINECS 232-031-2 , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Eisen(II)glycinsulfat , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Elcatonin , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
eltrombopag , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Emylcamate , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
Endralazine , not known,inducer ,,SuperCYP,show reference,show interactions,show drug info
