Name,Name,Actions,Species,Database
Formoterol, 2D6,substrate,Not Specified,DrugBank
Dopamine, 2D6,substrate,Not Specified,DrugBank
Rivastigmine, 2D6,inhibitor,Not Specified,DrugBank
Doxorubicin, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Hydroxyurea, 2D6,inhibitor,Not Specified,DrugBank
Cinacalcet, 2D6,inhibitor,Not Specified,DrugBank
Felodipine, 2D6,inhibitor,Not Specified,DrugBank
Ketoconazole, 2D6,inhibitor,Not Specified,DrugBank
Methoxyflurane, 2D6,substrate,Not Specified,DrugBank
Irbesartan, 2D6,inhibitor,Not Specified,DrugBank
Procainamide, 2D6,substrate,Not Specified,DrugBank
Tolterodine, 2D6,substrate,Not Specified,DrugBank
Selegiline, 2D6,inhibitor,Not Specified,DrugBank
Praziquantel, 2D6,inhibitor,Not Specified,DrugBank
Oxybutynin, 2D6,inhibitor,Not Specified,DrugBank
Promethazine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Mequitazine, 2D6,substrate,Not Specified,DrugBank
Perhexiline, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Diphenhydramine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Atorvastatin, 2D6,inhibitor,Not Specified,DrugBank
Tegaserod, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Primaquine, 2D6,inhibitor,Not Specified,DrugBank
Dimethyl sulfoxide, 2D6,inhibitor,Not Specified,DrugBank
Fluvastatin, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Oxamniquine, 2D6,inhibitor,Not Specified,DrugBank
Pimozide, 2D6,inhibitor,Not Specified,DrugBank
Sertraline, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Methyprylon, 2D6,substrate,Not Specified,DrugBank
Miconazole, 2D6,inhibitor,Not Specified,DrugBank
Chlorphenamine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Nifedipine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Amiodarone, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Bicalutamide, 2D6,inhibitor,Not Specified,DrugBank
Rabeprazole, 2D6,inhibitor,Not Specified,DrugBank
Proguanil, 2D6,inhibitor,Not Specified,DrugBank
Pioglitazone, 2D6,inhibitor,Not Specified,DrugBank
Carvedilol, 2D6,substrate,Not Specified,DrugBank
Doxepin, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Nefazodone, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Desipramine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Bupropion, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Halothane, 2D6,substrate,Not Specified,DrugBank
Cilostazol, 2D6,substrate,Not Specified,DrugBank
Itraconazole, 2D6,inhibitor,Not Specified,DrugBank
Moclobemide, 2D6,"substrate, inhibitor, inducer",Not Specified,DrugBank
Escitalopram, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Idarubicin, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Propafenone, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Domperidone, 2D6,substrate,Not Specified,DrugBank
Pergolide, 2D6,inhibitor,Not Specified,DrugBank
Dexfenfluramine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Oxymorphone, 2D6,substrate,Not Specified,DrugBank
Acebutolol, 2D6,inhibitor,Not Specified,DrugBank
Flecainide, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Captopril, 2D6,substrate,Not Specified,DrugBank
Rifapentine, 2D6,inducer,Not Specified,DrugBank
Lomustine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Halofantrine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Quetiapine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Encainide, 2D6,substrate,Not Specified,DrugBank
Saquinavir, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Metoclopramide, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Dexamethasone, 2D6,inducer,Not Specified,DrugBank
Levodopa, 2D6,substrate,Not Specified,DrugBank
Aripiprazole, 2D6,"substrate, inhibitor, inducer",Not Specified,DrugBank
Clomipramine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Bepridil, 2D6,substrate,Not Specified,DrugBank
Paliperidone, 2D6,,Not Specified,DrugBank
Arformoterol, 2D6,substrate,Not Specified,DrugBank
Mibefradil, 2D6,inhibitor,Not Specified,DrugBank
Yohimbine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Methotrimeprazine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Tiotropium, 2D6,substrate,Not Specified,DrugBank
Ciclesonide, 2D6,,Not Specified,DrugBank
Aminophenazone, 2D6,substrate,Not Specified,DrugBank
Ajmaline, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Aprindine, 2D6,substrate,Not Specified,DrugBank
Antipyrine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Glutethimide, 2D6,inducer,Not Specified,DrugBank
Ethylmorphine, 2D6,substrate,Not Specified,DrugBank
4-Methoxyamphetamine, 2D6,substrate,Not Specified,DrugBank
Dihydrocodeine, 2D6,substrate,Not Specified,DrugBank
1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine, 2D6,,Not Specified,DrugBank
Dextroamphetamine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Methamphetamine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Oxprenolol, 2D6,inhibitor,Not Specified,DrugBank
Lopinavir, 2D6,inhibitor,Not Specified,DrugBank
Hydroxychloroquine, 2D6,inhibitor,Not Specified,DrugBank
Pipotiazine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Thiothixene, 2D6,inhibitor,Not Specified,DrugBank
Zuclopenthixol, 2D6,substrate,Not Specified,DrugBank
Etoricoxib, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Rutin, 2D6,inhibitor,Not Specified,DrugBank
Nicotinamide, 2D6,inhibitor,Not Specified,DrugBank
Acetylcholine, 2D6,substrate,Not Specified,DrugBank
Phenacetin, 2D6,substrate,Not Specified,DrugBank
Debrisoquin, 2D6,substrate,Not Specified,DrugBank
Flunarizine, 2D6,substrate,Not Specified,DrugBank
Tetrabenazine, 2D6,substrate,Not Specified,DrugBank
Dronedarone, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Nebivolol, 2D6,substrate,Not Specified,DrugBank
Nilotinib, 2D6,inhibitor,Not Specified,DrugBank
Lorcaserin, 2D6,substrate,Not Specified,DrugBank
Bicifadine, 2D6,,Not Specified,DrugBank
Tesmilifene, 2D6,substrate,Not Specified,DrugBank
Clevidipine, 2D6,substrate,Not Specified,DrugBank
Iloperidone, 2D6,substrate,Not Specified,DrugBank
Trabectedin, 2D6,substrate,Not Specified,DrugBank
Rotigotine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Abiraterone, 2D6,inhibitor,Not Specified,DrugBank
Cariprazine, 2D6,substrate,Not Specified,DrugBank
Sertindole, 2D6,substrate,Not Specified,DrugBank
Mianserin, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Alogliptin, 2D6,substrate,Not Specified,DrugBank
Tapentadol, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Asenapine, 2D6,inhibitor,Not Specified,DrugBank
Temsirolimus, 2D6,inhibitor,Not Specified,DrugBank
Dapagliflozin, 2D6,substrate,Not Specified,DrugBank
Pazopanib, 2D6,substrate,Not Specified,DrugBank
Esmirtazapine, 2D6,substrate,Not Specified,DrugBank
Vilazodone, 2D6,substrate,Not Specified,DrugBank
Mepyramine, 2D6,inhibitor,Not Specified,DrugBank
Artemether, 2D6,substrate,Not Specified,DrugBank
Dexmethylphenidate, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Fesoterodine, 2D6,substrate,Not Specified,DrugBank
Lumefantrine, 2D6,inhibitor,Not Specified,DrugBank
Bufuralol, 2D6,substrate,Not Specified,DrugBank
Sparteine, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Sulfaphenazole, 2D6,inhibitor,Not Specified,DrugBank
Benzyl alcohol, 2D6,substrate,Not Specified,DrugBank
Methylnaltrexone, 2D6,inhibitor,Not Specified,DrugBank
Fingolimod, 2D6,substrate,Not Specified,DrugBank
Vemurafenib, 2D6,inhibitor,Not Specified,DrugBank
Mirabegron, 2D6,"substrate, inhibitor",Not Specified,DrugBank
Enzalutamide, 2D6,inhibitor,Not Specified,DrugBank
Ponatinib, 2D6,substrate,Not Specified,DrugBank
Levomilnacipran, 2D6,substrate,Not Specified,DrugBank
Eliglustat, 2D6,substrate,Not Specified,DrugBank
Netupitant, 2D6,substrate,Not Specified,DrugBank
Naloxegol, 2D6,inhibitor,Not Specified,DrugBank
Ibrutinib, 2D6,substrate,Not Specified,DrugBank
Cobicistat, 2D6,inhibitor,Not Specified,DrugBank
Umeclidinium, 2D6,substrate,Not Specified,DrugBank
Brexpiprazole, 2D6,substrate,Not Specified,DrugBank
Rolapitant, 2D6,inhibitor,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name, 4A11,Actions,Not Specified,DrugBank
Pegvisomant, 4A11,inhibitor,Not Specified,DrugBank
NADH, 4A11,,Not Specified,DrugBank
Lansoprazole, 4A11,inducer,Not Specified,DrugBank
Cisplatin, 4A11,inducer,Not Specified,DrugBank
Clofibrate, 4A11,"substrate, inducer",Not Specified,DrugBank
Estrone, 4A11,substrate,Not Specified,DrugBank
Pentamidine, 4A11,substrate,Not Specified,DrugBank
Tretinoin, 4A11,substrate,Not Specified,DrugBank
Ethanol, 4A11,inducer,Not Specified,DrugBank
Rifampicin, 4A11,inducer,Not Specified,DrugBank
Phenobarbital, 4A11,inducer,Not Specified,DrugBank
Dexamethasone, 4A11,inducer,Not Specified,DrugBank
Aplidine, 4A11,,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name," 11B1, mitochondrial",Actions,Not Specified,DrugBank
Fluconazole," 11B1, mitochondrial",inhibitor,Not Specified,DrugBank
Phenytoin," 11B1, mitochondrial",inhibitor,Not Specified,DrugBank
Clotrimazole," 11B1, mitochondrial",inhibitor,Not Specified,DrugBank
Etomidate," 11B1, mitochondrial",inhibitor,Not Specified,DrugBank
Spironolactone," 11B1, mitochondrial","inhibitor, inducer",Not Specified,DrugBank
Cimetidine," 11B1, mitochondrial",inhibitor,Not Specified,DrugBank
Mitotane," 11B1, mitochondrial",inducer,Not Specified,DrugBank
Hydrocortisone," 11B1, mitochondrial",substrate,Not Specified,DrugBank
Metyrapone," 11B1, mitochondrial",inhibitor,Not Specified,DrugBank
Metyrapone," 11B1, mitochondrial",inhibitor,Not Specified,DrugBank
Ketoconazole," 11B1, mitochondrial",inhibitor,Not Specified,DrugBank
Miconazole," 11B1, mitochondrial",inhibitor,Not Specified,DrugBank
Metoclopramide," 11B1, mitochondrial",inhibitor,Not Specified,DrugBank
Mibefradil," 11B1, mitochondrial",inhibitor,Not Specified,DrugBank
Aldosterone," 11B1, mitochondrial",substrate,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name, 2C19,Actions,Not Specified,DrugBank
Pegvisomant, 2C19,inhibitor,Not Specified,DrugBank
Cyclosporine, 2C19,inhibitor,Not Specified,DrugBank
Enfuvirtide, 2C19,substrate,Not Specified,DrugBank
Cholecalciferol, 2C19,inhibitor,Not Specified,DrugBank
Fluvoxamine, 2C19,inhibitor,Not Specified,DrugBank
Nicotine, 2C19,substrate,Not Specified,DrugBank
Bortezomib, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Fluconazole, 2C19,inhibitor,Not Specified,DrugBank
Troglitazone, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Sildenafil, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Ticlopidine, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Pantoprazole, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Torasemide, 2C19,inhibitor,Not Specified,DrugBank
Citalopram, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Eletriptan, 2C19,substrate,Not Specified,DrugBank
Nelfinavir, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Indinavir, 2C19,inhibitor,Not Specified,DrugBank
Lovastatin, 2C19,inhibitor,Not Specified,DrugBank
Temazepam, 2C19,substrate,Not Specified,DrugBank
Oxiconazole, 2C19,substrate,Not Specified,DrugBank
Benzatropine, 2C19,substrate,Not Specified,DrugBank
Dapsone, 2C19,substrate,Not Specified,DrugBank
Phenytoin, 2C19,"substrate, inducer",Not Specified,DrugBank
Clotrimazole, 2C19,inhibitor,Not Specified,DrugBank
Sulfanilamide, 2C19,inhibitor,Not Specified,DrugBank
Metoprolol, 2C19,substrate,Not Specified,DrugBank
Topiramate, 2C19,inhibitor,Not Specified,DrugBank
Venlafaxine, 2C19,substrate,Not Specified,DrugBank
Atomoxetine, 2C19,substrate,Not Specified,DrugBank
Bupivacaine, 2C19,substrate,Not Specified,DrugBank
Pentobarbital, 2C19,substrate,Not Specified,DrugBank
Valproic Acid, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Gefitinib, 2C19,inhibitor,Not Specified,DrugBank
Amitriptyline, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Indomethacin, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Methadone, 2C19,substrate,Not Specified,DrugBank
Olanzapine, 2C19,inhibitor,Not Specified,DrugBank
Omeprazole, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Diltiazem, 2C19,substrate,Not Specified,DrugBank
Trimethadione, 2C19,substrate,Not Specified,DrugBank
Clobazam, 2C19,substrate,Not Specified,DrugBank
Aminoglutethimide, 2C19,inducer,Not Specified,DrugBank
Clozapine, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Meprobamate, 2C19,substrate,Not Specified,DrugBank
Timolol, 2C19,substrate,Not Specified,DrugBank
Carisoprodol, 2C19,substrate,Not Specified,DrugBank
Progesterone, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Sorafenib, 2C19,inhibitor,Not Specified,DrugBank
Rosiglitazone, 2C19,inhibitor,Not Specified,DrugBank
Promazine, 2C19,substrate,Not Specified,DrugBank
Zolpidem, 2C19,substrate,Not Specified,DrugBank
Cerivastatin, 2C19,inhibitor,Not Specified,DrugBank
Teniposide, 2C19,substrate,Not Specified,DrugBank
Chloramphenicol, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Lansoprazole, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Pethidine, 2C19,substrate,Not Specified,DrugBank
Loratadine, 2C19,"inhibitor, inducer",Not Specified,DrugBank
Imipramine, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Quinine, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Dronabinol, 2C19,substrate,Not Specified,DrugBank
Fluoxetine, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Zidovudine, 2C19,substrate,Not Specified,DrugBank
Flutamide, 2C19,substrate,Not Specified,DrugBank
Cimetidine, 2C19,inhibitor,Not Specified,DrugBank
Haloperidol, 2C19,substrate,Not Specified,DrugBank
Ritonavir, 2C19,"inhibitor, inducer",Not Specified,DrugBank
Dextromethorphan, 2C19,substrate,Not Specified,DrugBank
Cyclophosphamide, 2C19,substrate,Not Specified,DrugBank
Mephenytoin, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Nortriptyline, 2C19,substrate,Not Specified,DrugBank
Adinazolam, 2C19,substrate,Not Specified,DrugBank
Zafirlukast, 2C19,inhibitor,Not Specified,DrugBank
Carbamazepine, 2C19,"inhibitor, inducer",Not Specified,DrugBank
Propranolol, 2C19,substrate,Not Specified,DrugBank
Valdecoxib, 2C19,inhibitor,Not Specified,DrugBank
Voriconazole, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Diclofenac, 2C19,substrate,Not Specified,DrugBank
Doxazosin, 2C19,substrate,Not Specified,DrugBank
Cisapride, 2C19,substrate,Not Specified,DrugBank
Imatinib, 2C19,substrate,Not Specified,DrugBank
Nicardipine, 2C19,inhibitor,Not Specified,DrugBank
Testosterone, 2C19,substrate,Not Specified,DrugBank
Efavirenz, 2C19,inhibitor,Not Specified,DrugBank
Prednisone, 2C19,inducer,Not Specified,DrugBank
Simvastatin, 2C19,inhibitor,Not Specified,DrugBank
Verapamil, 2C19,substrate,Not Specified,DrugBank
Nilutamide, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Chlorpropamide, 2C19,substrate,Not Specified,DrugBank
Aprepitant, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Tamoxifen, 2C19,substrate,Not Specified,DrugBank
Losartan, 2C19,inhibitor,Not Specified,DrugBank
Thioridazine, 2C19,substrate,Not Specified,DrugBank
Warfarin, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Amprenavir, 2C19,inhibitor,Not Specified,DrugBank
Methazolamide, 2C19,inhibitor,Not Specified,DrugBank
Delavirdine, 2C19,inhibitor,Not Specified,DrugBank
Norethindrone, 2C19,inducer,Not Specified,DrugBank
Trimipramine, 2C19,substrate,Not Specified,DrugBank
Esomeprazole, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Pentamidine, 2C19,substrate,Not Specified,DrugBank
Modafinil, 2C19,"inhibitor, inducer",Not Specified,DrugBank
Carbinoxamine, 2C19,substrate,Not Specified,DrugBank
Tranylcypromine, 2C19,inhibitor,Not Specified,DrugBank
Ethotoin, 2C19,inhibitor,Not Specified,DrugBank
Clopidogrel, 2C19,substrate,Not Specified,DrugBank
Methimazole, 2C19,inhibitor,Not Specified,DrugBank
Oxcarbazepine, 2C19,inhibitor,Not Specified,DrugBank
Phenelzine, 2C19,inhibitor,Not Specified,DrugBank
Estradiol, 2C19,substrate,Not Specified,DrugBank
Primidone, 2C19,"substrate, inducer",Not Specified,DrugBank
Propofol, 2C19,substrate,Not Specified,DrugBank
Diazepam, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Phensuximide, 2C19,inhibitor,Not Specified,DrugBank
Brompheniramine, 2C19,substrate,Not Specified,DrugBank
Methylphenobarbital, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Perphenazine, 2C19,substrate,Not Specified,DrugBank
Terbinafine, 2C19,substrate,Not Specified,DrugBank
Ranitidine, 2C19,substrate,Not Specified,DrugBank
Ethanol, 2C19,inhibitor,Not Specified,DrugBank
Zonisamide, 2C19,inhibitor,Not Specified,DrugBank
Almotriptan, 2C19,substrate,Not Specified,DrugBank
Buprenorphine, 2C19,inhibitor,Not Specified,DrugBank
Famotidine, 2C19,substrate,Not Specified,DrugBank
Tipranavir, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Acetylsalicylic acid, 2C19,inducer,Not Specified,DrugBank
Felbamate, 2C19,inhibitor,Not Specified,DrugBank
Isoniazid, 2C19,inhibitor,Not Specified,DrugBank
Isoniazid, 2C19,,Not Specified,DrugBank
Telmisartan, 2C19,inhibitor,Not Specified,DrugBank
Desloratadine, 2C19,inhibitor,Not Specified,DrugBank
Azelastine, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Ramelteon, 2C19,substrate,Not Specified,DrugBank
Formoterol, 2C19,substrate,Not Specified,DrugBank
Dopamine, 2C19,substrate,Not Specified,DrugBank
Tioconazole, 2C19,inhibitor,Not Specified,DrugBank
Glyburide, 2C19,substrate,Not Specified,DrugBank
Guanfacine, 2C19,substrate,Not Specified,DrugBank
Ketoconazole, 2C19,inhibitor,Not Specified,DrugBank
Probenecid, 2C19,inhibitor,Not Specified,DrugBank
Tolterodine, 2C19,substrate,Not Specified,DrugBank
Selegiline, 2C19,substrate,Not Specified,DrugBank
Thalidomide, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Memantine, 2C19,inhibitor,Not Specified,DrugBank
Rifampicin, 2C19,inducer,Not Specified,DrugBank
Ibuprofen, 2C19,substrate,Not Specified,DrugBank
Praziquantel, 2C19,substrate,Not Specified,DrugBank
Amoxicillin, 2C19,substrate,Not Specified,DrugBank
Melatonin, 2C19,substrate,Not Specified,DrugBank
Diphenhydramine, 2C19,substrate,Not Specified,DrugBank
Atorvastatin, 2C19,inhibitor,Not Specified,DrugBank
Dimethyl sulfoxide, 2C19,inhibitor,Not Specified,DrugBank
Fluvastatin, 2C19,inhibitor,Not Specified,DrugBank
Rosuvastatin, 2C19,substrate,Not Specified,DrugBank
Pimozide, 2C19,inhibitor,Not Specified,DrugBank
Sertraline, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Miconazole, 2C19,inhibitor,Not Specified,DrugBank
Amiodarone, 2C19,substrate,Not Specified,DrugBank
Gliclazide, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Tolbutamide, 2C19,substrate,Not Specified,DrugBank
Bicalutamide, 2C19,inhibitor,Not Specified,DrugBank
Rabeprazole, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Proguanil, 2C19,substrate,Not Specified,DrugBank
Pioglitazone, 2C19,inhibitor,Not Specified,DrugBank
Doxepin, 2C19,substrate,Not Specified,DrugBank
Desipramine, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Cilostazol, 2C19,substrate,Not Specified,DrugBank
Moclobemide, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Phenobarbital, 2C19,"substrate, inducer",Not Specified,DrugBank
Escitalopram, 2C19,substrate,Not Specified,DrugBank
Podofilox, 2C19,substrate,Not Specified,DrugBank
Ifosfamide, 2C19,substrate,Not Specified,DrugBank
Dexfenfluramine, 2C19,inhibitor,Not Specified,DrugBank
Clarithromycin, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Quetiapine, 2C19,substrate,Not Specified,DrugBank
Saquinavir, 2C19,inhibitor,Not Specified,DrugBank
Dexamethasone, 2C19,inducer,Not Specified,DrugBank
Gemfibrozil, 2C19,inhibitor,Not Specified,DrugBank
Clomipramine, 2C19,substrate,Not Specified,DrugBank
Lapatinib, 2C19,substrate,Not Specified,DrugBank
Arformoterol, 2C19,substrate,Not Specified,DrugBank
Lumiracoxib, 2C19,substrate,Not Specified,DrugBank
Glucosamine, 2C19,substrate,Not Specified,DrugBank
Fosphenytoin, 2C19,"substrate, inducer",Not Specified,DrugBank
Hexobarbital, 2C19,substrate,Not Specified,DrugBank
Troleandomycin, 2C19,inhibitor,Not Specified,DrugBank
Acenocoumarol, 2C19,substrate,Not Specified,DrugBank
Aminophenazone, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Antipyrine, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Flunitrazepam, 2C19,substrate,Not Specified,DrugBank
Bromazepam, 2C19,substrate,Not Specified,DrugBank
Clotiazepam, 2C19,substrate,Not Specified,DrugBank
Quazepam, 2C19,substrate,Not Specified,DrugBank
Lopinavir, 2C19,"inhibitor, inducer",Not Specified,DrugBank
Pipotiazine, 2C19,substrate,Not Specified,DrugBank
Etoricoxib, 2C19,inhibitor,Not Specified,DrugBank
Phenacetin, 2C19,substrate,Not Specified,DrugBank
Bifonazole, 2C19,inhibitor,Not Specified,DrugBank
Lorcaserin, 2C19,substrate,Not Specified,DrugBank
Clevidipine, 2C19,inhibitor,Not Specified,DrugBank
Ospemifene, 2C19,substrate,Not Specified,DrugBank
Trabectedin, 2C19,substrate,Not Specified,DrugBank
Methsuximide, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Tapentadol, 2C19,substrate,Not Specified,DrugBank
Prasugrel, 2C19,substrate,Not Specified,DrugBank
Sitaxentan, 2C19,inhibitor,Not Specified,DrugBank
Armodafinil, 2C19,inhibitor,Not Specified,DrugBank
Etravirine, 2C19,"substrate, inhibitor",Not Specified,DrugBank
Apixaban, 2C19,substrate,Not Specified,DrugBank
Axitinib, 2C19,substrate,Not Specified,DrugBank
Artemether, 2C19,"substrate, inducer",Not Specified,DrugBank
Nilvadipine, 2C19,inhibitor,Not Specified,DrugBank
Ketobemidone, 2C19,substrate,Not Specified,DrugBank
Vismodegib, 2C19,inhibitor,Not Specified,DrugBank
Rilpivirine, 2C19,inhibitor,Not Specified,DrugBank
Tofacitinib, 2C19,substrate,Not Specified,DrugBank
Regorafenib, 2C19,inhibitor,Not Specified,DrugBank
Enzalutamide, 2C19,inducer,Not Specified,DrugBank
Levomilnacipran, 2C19,substrate,Not Specified,DrugBank
MACITENTAN, 2C19,substrate,Not Specified,DrugBank
Luliconazole, 2C19,inhibitor,Not Specified,DrugBank
Naloxegol, 2C19,inhibitor,Not Specified,DrugBank
Idelalisib, 2C19,inhibitor,Not Specified,DrugBank
Lumacaftor, 2C19,inducer,Not Specified,DrugBank
,,,Not Specified,DrugBank
Name, 2C9,Actions,Not Specified,DrugBank
Human Serum Albumin, 2C9,inhibitor,Not Specified,DrugBank
Cyclosporine, 2C9,inhibitor,Not Specified,DrugBank
Cholecalciferol, 2C9,inhibitor,Not Specified,DrugBank
Pravastatin, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Fluvoxamine, 2C9,inhibitor,Not Specified,DrugBank
Valsartan, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Nicotine, 2C9,substrate,Not Specified,DrugBank
Bortezomib, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Phentermine, 2C9,"inhibitor, inducer",Not Specified,DrugBank
Fluconazole, 2C9,inhibitor,Not Specified,DrugBank
Troglitazone, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Caffeine, 2C9,substrate,Not Specified,DrugBank
Sildenafil, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Pyrimethamine, 2C9,inhibitor,Not Specified,DrugBank
Ticlopidine, 2C9,inhibitor,Not Specified,DrugBank
Pantoprazole, 2C9,inhibitor,Not Specified,DrugBank
Torasemide, 2C9,substrate,Not Specified,DrugBank
Eletriptan, 2C9,substrate,Not Specified,DrugBank
Nelfinavir, 2C9,inhibitor,Not Specified,DrugBank
Glimepiride, 2C9,substrate,Not Specified,DrugBank
Indinavir, 2C9,inhibitor,Not Specified,DrugBank
Lovastatin, 2C9,"inhibitor, inducer",Not Specified,DrugBank
Temazepam, 2C9,substrate,Not Specified,DrugBank
Nevirapine, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Dapsone, 2C9,"substrate, inducer",Not Specified,DrugBank
Phenytoin, 2C9,"substrate, inhibitor, inducer",Not Specified,DrugBank
Diethylstilbestrol, 2C9,inhibitor,Not Specified,DrugBank
Clotrimazole, 2C9,inhibitor,Not Specified,DrugBank
Sulfanilamide, 2C9,inhibitor,Not Specified,DrugBank
Sulfisoxazole, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Dicoumarol, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Theophylline, 2C9,substrate,Not Specified,DrugBank
Lidocaine, 2C9,substrate,Not Specified,DrugBank
Venlafaxine, 2C9,substrate,Not Specified,DrugBank
Bexarotene, 2C9,substrate,Not Specified,DrugBank
Valproic Acid, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Acetaminophen, 2C9,substrate,Not Specified,DrugBank
Gefitinib, 2C9,inhibitor,Not Specified,DrugBank
Amitriptyline, 2C9,substrate,Not Specified,DrugBank
Tolcapone, 2C9,inhibitor,Not Specified,DrugBank
Hydromorphone, 2C9,substrate,Not Specified,DrugBank
Indomethacin, 2C9,substrate,Not Specified,DrugBank
Methadone, 2C9,substrate,Not Specified,DrugBank
Olanzapine, 2C9,inhibitor,Not Specified,DrugBank
Omeprazole, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Terfenadine, 2C9,substrate,Not Specified,DrugBank
Diltiazem, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Trimethadione, 2C9,substrate,Not Specified,DrugBank
Sulfadiazine, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Clozapine, 2C9,"substrate, inhibitor",Not Specified,DrugBank
Mirtazapine, 2C9,substrate,Not Specified,DrugBank
